ID_Product;Quantity;Quantity_Fourniss_After_Cumule;Qty Available
1640000Q0F;6;9;9
1640000Q0F;1;9;9
1640000Q0K;1;16;16
1640000Q0K;12;16;16
1640000Q0K;3;16;16
1640000Q1J;1;1;1
1640000Q2A;1;2;2
1640000Q2A;1;2;2
1640000Q2D;3;3;3
164004EA1A;4;15;15
164004EA1A;11;15;15
164009X71A;1;1;1
16400BC40A;11;15;15
16400BC40A;4;15;15
16400JD51A;7;9;9
16400JD51A;2;9;9
16400JD52C;2;2;2
16400JX52C;1;1;1
16400LA40A;1;2;2
16400LA40A;1;2;2
16400VC12B;2;2;2
1640100Q0D;11;11;11
1640100QAB;2;2;2
1640500Q0A;26;30;30
1640500Q0A;4;30;30
1640500Q0B;7;7;7
1640500Q0F;1;2;2
1640500Q0F;1;2;2
1640500Q0K;1;1;1
1640500QAB;4;4;4
16439V500C;6;6;6
164461KB0D;1;1;1
16446MB40C;1;4;4
16446MB40C;3;4;4
164A04BD0C;1;1;1
164A04EA1C;1;1;1
1654600Q0B;3;5;5
1654600Q0B;2;5;5
1654600Q1L;1;1;1
1654600Q2B;14;14;14
1654600Q3M;2;2;2
1654600Q4C;2;2;2
16546048VA;2;2;2
16546099VA;4;4;4
165460U80A;16;32;32
165460U80A;12;32;32
165460U80A;4;32;32
165461HC2A;7;7;7
165461MG0A;1;1;1
1654630P00;22;22;22
165463HD0A;7;7;7
165463VD0A;17;24;24
165463VD0A;7;24;24
165464A00F;3;4;4
165464A00F;1;4;4
165464BA1J;1;1;1
165464BD0C;1;4;4
165464BD0C;1;4;4
165464GA0A;4;4;4
1654689W00;3;3;3
16546AW300;3;3;3
16546BC40A;2;35;35
16546BC40A;33;35;35
16546D6200;1;10;10
16546D6200;8;10;10
16546D6200;1;10;10
16546D9200;1;2;2
16546D9200;1;2;2
16546G0300;2;20;20
16546G0300;18;20;20
16546G4800;3;3;3
16546LA30A;1;1;1
16546LA40A;2;6;6
16546LA40A;4;6;6
16546VK501;1;1;1
16567F3900;1;1;1
165759X202;1;1;1
165759X205;1;1;1
16575D8702;2;2;2
165769X207;1;1;1
16576D6200;2;2;2
16576D6201;1;1;1
16585BU000;1;1;1
16590LC10A;1;1;1
16590VK500;2;13;13
16590VK500;11;13;13
16600EC00REX;1;1;1
1662059Y25;3;3;3
16630HG00A;1;1;1
1663900Q0A;1;1;1
1668069T63;1;1;1
1668169T63;1;1;1
16681EB30A;1;1;1
16682EB30A;1;1;1
1668369T63;1;1;1
1668369T65;1;1;1
166839X701;1;1;1
16683D8710;1;1;1
1668400QAC;1;1;1
16700EC01D;1;1;1
16720AW40B;1;1;1
16740D8703;1;1;1
1680600Q0A;1;1;1
16841D6200;1;1;1
16870V0701;1;1;1
1689069T00;1;1;1
1704200Q0K;1;2;2
1704200Q0K;1;2;2
1704200Q2C;1;1;1
17106HG00A;3;3;3
1721300QAA;1;1;1
1722000QAB;1;1;1
17220Y9500;1;1;1
172215DA0B;1;1;1
172265M303;1;1;1
172288H301;2;2;2
17228AM61A;1;1;1
17270LA20E;1;1;1
17270LC20A;1;1;1
17270MB40A;1;1;1
17270MC10C;3;4;4
17270MC10C;1;4;4
172729X225;1;1;1
172729X226;1;1;1
17272LC10A;40;40;40
17272LC10C;39;39;39
172859X500;2;2;2
1729000QAA;1;1;1
1734100QAC;3;3;3
1737086L01;1;4;4
1737086L01;3;4;4
17375LA30A;1;1;1
1750200Q0C;1;1;1
17510MB400;1;2;2
17510MB400;1;2;2
1752000QA6;1;1;1
17520MA71A;1;2;2
17520MA71A;1;2;2
17520MB40C;5;7;7
17520MB40C;2;7;7
17523LA30A;1;1;1
17523LA40D;1;1;1
17525MB40A;14;14;14
17527MB41E;10;10;10
17553LA30A;1;1;1
17553LA30B;1;1;1
18005MB400;2;2;2
18201D6203;1;1;1
18201D8815;1;1;1
19810F3900;1;1;1
20010JD25A;4;4;4
20010LA20C;1;1;1
2001100Q0G;1;1;1
20020LC10A;14;14;14
20020LC10C;4;4;4
20020MD00E;37;37;37
200409X100;4;4;4
201001AA2A;1;1;1
201009X502;1;1;1
20100HG00F;1;1;1
20100LC10A;5;5;5
20452LC40A;1;1;1
20615HG00B;2;2;2
206410F300;1;1;1
206515FA0A;1;2;2
206515FA0A;1;2;2
206529X402;2;2;2
206759X530;10;10;10
20675F3900;9;9;9
207111F100;1;1;1
207119X402;3;3;3
20731LC10D;1;1;1
20772LC20A;2;2;2
20772MB40C;1;2;2
20772MB40C;1;2;2
208021CJ0A;1;1;1
20811JD00A;1;1;1
2081700Q0C;1;1;1
2081700QAL;2;2;2
20817JG62A;2;2;2
2082500QAA;2;2;2
208A0MA70A;1;1;1
2101000Q0N;1;4;4
2101000Q0N;3;4;4
2101000Q2G;1;3;3
2101000Q2G;2;3;3
2101000Q2H;2;2;2
2101000Q3G;1;1;1
2101000Q4D;1;1;1
2101000QAD;2;2;2
21010BX000;1;1;1
210146PD0A;1;1;1
2101600Q0B;3;3;3
21022EB70B;1;1;1
210465X20D;2;2;2
2104700QAF;1;1;1
2105169T00;1;1;1
21051EB300;6;7;7
21051EB300;1;7;7
21051MA70A;4;4;4
2106023G00;2;2;2
21082EB30A;2;8;8
21082EB30A;6;8;8
21082LC10A;8;12;12
21082LC10A;1;12;12
21082LC10A;3;12;12
21082MA70D;1;1;1
2130000Q0G;1;1;1
2130000Q0J;1;1;1
2130400Q0E;1;1;1
21305D8802;1;1;1
21334G2400;1;1;1
2138300Q0D;3;3;3
2140000Q0C;1;1;1
2140000QA7;1;1;1
21400JD51B;1;1;1
21400MD41A;1;1;1
21400MD41C;1;2;2
21400MD41C;1;2;2
2141000Q0D;1;1;1
214108H800;1;1;1
21431LC40A;1;1;1
214581DR1A;2;2;2
214695X20A;1;1;1
214762S500;1;1;1
214813NL1B;1;1;1
214814EA0B;2;2;2
214815DB1A;1;1;1
2149300Q0D;1;1;1
2150188N01;1;1;1
21501JD50A;1;1;1
21501LC10B;1;1;1
21503MB400;2;2;2
21507MB40A;15;15;15
215147990B;3;3;3
21528MB400;39;39;39
21555EB30A;1;1;1
215585DA0A;1;1;1
215595NA0A;1;1;1
216065X21A;1;1;1
216111XJ0A;1;1;1
21633JD30A;1;1;1
21636ZW00A;1;1;1
217104GA0A;1;1;1
21711F3900;1;1;1
21712MD40B;1;28;28
21712MD40B;27;28;28
21741BM401;1;1;1
21741D6207;1;1;1
217424EA0A;1;1;1
217429X100;3;3;3
221620M30A;1;1;1
22305MD20A;1;1;1
2232100Q1B;1;1;1
22340JY01A;1;1;1
2236500QAK;6;6;6
223659X400;1;1;1
22365AX00A;1;1;1
2240100Q1B;6;6;6
2240102P16;11;21;21
2240102P16;10;21;21
2240120J06;3;11;11
2240120J06;8;11;11
224012F200;9;9;9
2240150Y05;16;16;16
2240153J07;20;31;31
2240153J07;11;31;31
2240158S16;6;6;6
2240158S17;2;2;2
224015RF1B;2;2;2
224018H316;2;2;2
2240192C1N;20;20;20
22401A4616;5;25;25
22401A4616;20;25;25
22401AU015;5;5;5
22401BC01B;17;17;17
22401JK01D;4;4;4
22401M7915;10;26;26
22401M7915;16;26;26
22401P8315;8;18;18
22401P8315;10;18;18
2261100Q5R;2;2;2
2263000Q0B;1;1;1
2263000Q3H;3;3;3
2263000Q3M;1;1;1
2263000Q4C;2;2;2
226301FE0B;1;2;2
226301FE0B;1;2;2
2263044B20;2;2;2
22630G2404;1;1;1
22630HG00G;1;1;1
22630JN00A;1;2;2
22630JN00A;1;2;2
22630LC10B;9;10;10
22630LC10B;1;10;10
2264000Q0B;1;1;1
2264000Q0C;1;1;1
2264000QAC;12;12;12
2264000QAE;1;1;1
2264000QAG;1;1;1
2264000QAH;1;1;1
2265800QAL;1;3;3
2265800QAL;2;3;3
2268069T60;1;1;1
2269000Q2L;1;1;1
226A08J001;1;1;1
22772LC30A;1;1;1
231003XN2A;1;1;1
2310069T10;1;1;1
23100BN300;1;1;1
23100EB33M;2;2;2
231200M005;1;1;1
2330000Q5G;1;1;1
23300D870A;1;1;1
23300EB30B;5;5;5
233780M210;1;1;1
23710CQ03C;1;1;1
2376000Q0B;1;1;1
240113ZM0A;1;1;1
240149X505;1;1;1
24014MB40D;1;1;1
240153S117;1;1;1
24015LC61B;1;1;1
24015MB40B;1;2;2
24015MB40B;1;2;2
240259F510;1;1;1
24025F3902;1;1;1
240275X71B;1;1;1
24028D6200;1;1;1
24030AU30A;1;1;1
24036MB40A;1;1;1
240519U00A;1;1;1
240519U00B;1;1;1
2405300QAA;1;2;2
2405300QAA;1;2;2
24055BM600;1;1;1
24075MA70A;2;2;2
240805DB0D;1;1;1
240809F510;1;1;1
240931CM0A;1;1;1
24102BC40A;1;1;1
241259X60C;1;1;1
241769X004;2;2;2
241769X400;1;1;1
24176D6200;1;1;1
243100T000;1;1;1
243109X600;1;1;1
243115U300;1;1;1
2434000QAA;1;1;1
24346HG00D;1;1;1
2437079920;5;5;5
2438150A00;2;2;2
2438150Y00;1;1;1
243827T000;1;3;3
243827T000;2;3;3
243827T010;1;3;3
243827T010;2;3;3
243845RB0A;1;1;1
243845RB0B;1;1;1
2438550A00;1;1;1
2441000Q5L;1;1;1
248109F671;1;1;1
24810BM504;1;1;1
2483070J05;1;1;1
24830G9825;1;1;1
2495000QAN;1;1;1
250500F415;1;1;1
250500T102;2;3;3
250500T102;1;3;3
25050T6701;1;1;1
2506000Q0H;1;1;1
25060LC10A;2;4;4
25060LC10A;2;4;4
25070G9803;1;1;1
2508000Q0B;1;1;1
2508000Q0C;1;1;1
2508089900;1;1;1
25080G9601;1;1;1
251151KA0A;1;1;1
251904EA0E;1;1;1
2523000QACKT;1;1;1
2523069T00;4;4;4
252307995A;1;1;1
25230D6200;1;1;1
25230D6302;2;2;2
2524000Q0A;4;4;4
2524000Q0C;1;1;1
25260D4500;1;1;1
25272MA00A;1;1;1
252901C700;1;1;1
2532000Q0A;3;3;3
2532000QAB;1;1;1
253200T00A;32;32;32
253205DA0A;1;1;1
2532070J00;4;4;4
25331AX613;1;1;1
253484GN0A;1;1;1
2536000QAC;1;1;1
2537080N00;1;1;1
253709X100;1;1;1
2538000QAA;1;1;1
253806HH0A;1;1;1
254014X01D;1;1;1
25401AX600;1;1;1
254100C200;1;1;1
25411AX010;1;1;1
25411HV02A;1;1;1
255003TA0A;2;2;2
25500BA000;1;1;1
25500JA00A;2;4;4
25500JA00A;2;4;4
255402F000;2;2;2
255404A00D;1;1;1
255409U01B;1;1;1
25540AV620;1;1;1
25540EB301;1;1;1
25550BX81A;1;1;1
255544EA0A;1;2;2
255544EA0A;1;2;2
255601AN1B;1;1;1
255601KK0C;1;1;1
255604EA0E;3;3;3
255604KJ1A;1;1;1
255607T500;1;1;1
25560BC60K;1;1;1
25560T8903;1;1;1
25560T9303;1;1;1
2556100Q0A;1;1;1
2556500Q0B;1;1;1
25567VB00E;2;2;2
255819X000;1;1;1
255819X100;1;1;1
255854GA0A;1;1;1
256101BF0A;1;1;1
256101CD0B;1;1;1
256101KA0A;1;1;1
256104CC0A;1;1;1
25610LA20A;1;1;1
256404CC0A;1;3;3
256404CC0A;2;3;3
2564600Q0J;1;1;1
257109X000;1;1;1
259104A00C;1;1;1
259151MH3E;1;1;1
2591A5FA5C;1;1;1
259754EH2D;1;1;1
259777F405;1;1;1
259941HM9D;1;1;1
2599800Q0E;2;2;2
260103Y600;1;1;1
26010BR01B;1;1;1
260305DA1A;2;2;2
26033D8604;2;2;2
26038CG000;1;1;1
26042AU300;1;1;1
260564EA0A;1;1;1
260569X000;2;2;2
26056AX600;1;1;1
26056BN702;1;1;1
260604EH2A;2;2;2
26060AX700;1;1;1
26060BN01A;1;1;1
26060BR01B;1;2;2
26060BR01B;1;2;2
260969X400;1;3;3
260969X400;1;3;3
260969X400;1;3;3
261103S225;1;1;1
26115VC225;1;1;1
2612007D0A;2;2;2
2612502W00;1;1;1
26130AX600;1;3;3
26130AX600;2;3;3
26130BM415;1;1;1
261352F000;1;1;1
2615000Q00;1;1;1
2615000Q03;1;1;1
261508992B;2;2;2
261508992C;1;1;1
261509X000;2;2;2
261509X100;3;3;3
26150EB500;1;1;1
26155EB500;1;1;1
2616000Q0B;3;3;3
261604BA0C;5;5;5
261605FA0A;1;1;1
261605UA0A;1;1;1
26160JK00B;2;2;2
261644X00A;5;5;5
261649X201;3;16;16
261649X201;1;16;16
261649X201;12;16;16
2616500Q0A;2;2;2
2616500Q0B;2;2;2
2618000Q0A;3;6;6
2618000Q0A;3;6;6
26242JD00B;1;2;2
26242JD00B;1;2;2
2624472B00;4;4;4
2626189968;10;10;10
2638800Q0E;1;1;1
2638800Q0H;1;1;1
264109X100;1;1;1
26430HV02A;1;1;1
264909X200;1;1;1
264984BA0A;1;1;1
265108H300;1;1;1
265109B90A;2;2;2
26510MB40B;4;4;4
2652000Q0A;1;1;1
2652500Q0A;1;1;1
2654000Q0B;1;1;1
2654000QAC;1;1;1
265459NC1C;1;1;1
265501F505;3;3;3
265503ZP5B;1;1;1
265506F600;1;1;1
26550AX720;1;1;1
26550BC500;4;4;4
26550BV80B;1;1;1
2655500QAD;1;1;1
265550N028;1;1;1
265550N029;1;1;1
265551HA0B;1;1;1
265556HH2B;1;2;2
265556HH2B;1;2;2
26555JX00A;1;1;1
2655900Q0F;1;1;1
265593S20B;1;1;1
2655952N00;1;1;1
265605NA1B;1;1;1
266001HA0B;1;1;1
266055UA0A;1;1;1
26702Y9527;1;1;1
269105DA3A;1;1;1
269105NA0A;2;2;2
26910HV00A;2;2;2
269155DA3A;2;2;2
26915BR00A;1;1;1
269811BJ0A;1;1;1
27110MB41A;1;2;2
27110MB41A;1;2;2
27143JD00A;1;1;1
2715000Q0A;1;1;1
2715000QAE;4;4;4
271508H300;15;15;15
27150AX115;1;1;1
2720500QAK;3;4;4
2720500QAK;1;4;4
272201T300;1;1;1
27225ET10B;26;27;27
27225ET10B;1;27;27
2722670T03;4;4;4
2723259-X;1;1;1
272747J125;1;1;1
272763VU0A;2;8;8
272763VU0A;6;8;8
27277075VA;3;3;3
272771CA0A;1;1;1
272771HDKP;13;13;13
272771KA0P;1;1;1
272773JC2B;1;1;1
272774KJ0A;4;9;9
272774KJ0A;5;9;9
27277CL025;1;1;1
27277EN00P;15;17;17
27277EN00P;2;17;17
27277JA00C;5;5;5
27277JD10A;2;2;2
2728000Q0D;1;1;1
2732501C00;1;1;1
27325MB40A;2;2;2
2733500Q0A;1;1;1
2737501C00;1;1;1
2749000QAC;1;1;1
275001T300;1;1;1
275005X20A;1;1;1
275009X600;1;1;1
27510MB4AD;2;2;2
27510MB4MD;1;1;1
27512JG70B;2;2;2
27541JX50A;1;1;1
27541MB4MB;12;12;12
27542JX50A;3;3;3
27550BM500;14;14;14
275701KL0A;1;1;1
2758000QAE;1;1;1
2763000Q3L;1;1;1
2765000QAG;1;1;1
2765000QAJ;1;1;1
27675AX010;1;1;1
27675ED50A;1;1;1
27700EB01A;1;1;1
27710VJ30A;1;1;1
27720EB000;1;1;1
27730ED70A;1;1;1
27731BG10A;1;1;1
277605KJ4A;2;2;2
27760AV611;1;1;1
2778200Q0G;1;1;1
2789100Q0F;5;5;5
2789100QAA;1;1;1
278914A00C;2;3;3
278914A00C;1;3;3
278914FA0A;2;2;2
278936F600KE;5;5;5
278939F500KE;2;9;9
278939F500KE;7;9;9
2794000QAL;1;1;1
280884EH0C;1;1;1
28090CG011;1;1;1
281479X200;1;1;1
281487T000;1;1;1
28156AV720;1;1;1
28156BR00A;1;1;1
281854KJ1B;1;1;1
282050T002;1;2;2
282050T002;1;2;2
2820656G00;1;1;1
282089X200;1;1;1
28208LA20A;1;1;1
28215JG42A;2;2;2
2821600Q0G;1;1;1
28228HV00A;1;1;1
28241MB40A;1;1;1
28241MD00A;1;1;1
28242HV00A;1;1;1
282438H710;1;1;1
2826800Q0M;1;1;1
282684CB0B;1;1;1
283361SX3A;1;1;1
283365X00A;2;4;4
283365X00A;2;4;4
283952V73A;1;1;1
283B03NM0A;1;1;1
284384CL7A;1;1;1
284384EA0E;4;14;14
284384EA0E;10;14;14
284384EA1E;23;23;23
284384EA2A;1;1;1
284384EA2D;1;1;1
284384EA2E;1;1;1
284384EA5D;1;1;1
284385DA2B;1;1;1
284386HE1A;1;1;1
2844200Q0J;1;1;1
284424EA0C;1;1;1
284425DA0A;1;1;1
284505T000;1;1;1
284524EA6A;1;1;1
284525JN0A;1;1;1
284B1BV82D;1;1;1
284B25DA3C;1;1;1
284B2AX620;1;2;2
284B2AX620;1;2;2
284B2BR02C;1;1;1
284B2JD02B;1;1;1
284B7CW29E;1;1;1
284F04EA0A;1;1;1
284F11BA1E;1;1;1
284F14JA0B;1;1;1
284G35SH0B;1;1;1
284G36PA0C;1;1;1
285324CC0A;1;1;1
285334EA3B;2;4;4
285334EA3B;2;4;4
285334EA8C;2;2;2
285334GA1B;16;16;16
285335CA1A;2;2;2
285335DA1E;2;2;2
285335DA2B;4;4;4
285335DA2D;3;3;3
285335DA4B;12;12;12
285335DA4E;2;2;2
285335DA7B;2;2;2
285335DA8D;1;1;1
285335DB1B;6;6;6
285335DB1C;1;1;1
285335DB2B;2;2;2
285335DB3E;1;1;1
285335DB4B;10;10;10
285335NA2A;1;1;1
285336HH1A;1;1;1
285336HH1B;2;2;2
28533HV02B;1;1;1
2853500Q0A;1;1;1
28536EB30C;1;1;1
28536HG00A;6;11;11
28536HG00A;5;11;11
2853700Q0B;5;5;5
285562F525;1;1;1
285655DA0A;1;1;1
28590HW40A;1;1;1
28591C9920;1;1;1
2859500QAM;1;1;1
285969F971;1;1;1
285A000Q0A;1;1;1
285E31BP7A;1;1;1
285E33NL3A;1;1;1
285E36RR2B;1;1;1
285E73TA0A;1;1;1
285E7AX100;1;1;1
285E7JK60A;1;1;1
285F51BA0A;1;1;1
286114EM0A;1;1;1
28611JD000;1;1;1
2861865C05;1;1;1
286289F901;1;2;2
286289F901;1;2;2
28655AU300;1;1;1
28655BN500;1;1;1
286583FY0A;1;1;1
286591MK6A;1;1;1
286739NF0A;1;1;1
287102F000;1;1;1
287105DA0B;1;1;1
287814EA0A;1;2;2
287814EA0A;1;2;2
28781JX55B;1;1;1
287903VU0A;5;6;6
287903VU0A;1;6;6
287953X00B;10;10;10
2881000Q0C;2;2;2
2881000QAF;2;2;2
28810MB40A;1;1;1
28810MB500;2;2;2
28840AX70A;1;1;1
28840MB400;6;6;6
288814A00C;1;1;1
288859X400;1;1;1
28886BA61A;1;1;1
28886JD900;8;8;8
2889000Q1F;1;1;1
288903NA0C;3;3;3
288903VF0A;1;4;4
288903VF0A;3;4;4
288903VF1A;1;1;1
288904MA0A;3;8;8
288904MA0A;5;8;8
288904MA1A;3;3;3
288905DA2A;2;3;3
288905DA2A;1;3;3
288909X200;3;9;9
288909X200;6;9;9
289029X000;1;1;1
289101CA0A;1;1;1
289103JM0B;1;1;1
28910BA60B;2;2;2
28910G2710;1;1;1
28910HV01B;1;1;1
28910LC60A;1;1;1
28916JD00B;1;1;1
289200F002;1;1;1
28920BU310;1;1;1
28920JD00A;1;1;1
294G01HH0A;1;1;1
294G0C990A;1;1;1
30001Y9526;1;1;1
3010087G01;1;1;1
301009X600;1;1;1
30100EA000;1;1;1
30100JS10B;1;1;1
30100JS10C;2;3;3
30100JS10C;1;3;3
302102T300;1;2;2
302102T300;1;2;2
3021058C06;1;1;1
302107C301;1;1;1
30210JS10B;2;2;2
30210JS10C;1;1;1
3021800QAD;1;1;1
30501LE00A;1;1;1
3057000Q1C;1;1;1
3057000Q1G;1;1;1
3059700QAA;10;10;10
3061000Q0J;1;1;1
306103T90A;1;1;1
30610AX715;1;1;1
30610D6200;2;2;2
3062000Q1A;1;1;1
3062000Q1F;1;1;1
3062000Q1K;1;1;1
30620D9300;1;1;1
30620MB701;1;1;1
3065300Q0E;1;1;1
3065300QAF;2;2;2
3085000Q0K;1;1;1
30850JX52A;1;1;1
308559X50A;4;7;7
308559X50A;3;7;7
310322151R;1;1;1
317281XF03;1;1;1
3200632G2A;10;10;10
320109X451;1;1;1
320109X550;2;2;2
32010LC11A;1;1;1
32010LC61A;4;4;4
32010MD02A;1;1;1
32110MB72A;4;5;5
32110MB72A;1;5;5
3211191P00;1;1;1
32111MB90A;1;1;1
32111MB91A;2;2;2
32136D8600;2;2;2
321469X500;1;1;1
32180MB72A;2;2;2
3220300QAH;1;2;2
3220300QAH;1;2;2
3220353000;1;1;1
322199X501;1;1;1
3222379E20;1;1;1
3224300Q0D;1;1;1
3225046L65;1;1;1
3225800Q0A;1;1;1
32260G2301;1;1;1
3226400Q0B;1;1;1
32272E9820;1;1;1
3234100QAM;1;1;1
3234150J01;1;1;1
3241231G10;1;1;1
3260400QAB;1;1;1
3260431G00;2;2;2
32606AA500;1;1;1
32606MD02A;1;1;1
32702F3900;1;1;1
32805Q0102;1;2;2
32805Q0102;1;2;2
32805V5002;2;3;3
32805V5002;1;3;3
32819E9800;1;2;2
32819E9800;1;2;2
3284062G00;1;1;1
32862D8900;1;1;1
32862EA200;1;1;1
32862F3900;1;1;1
32862MB40A;1;1;1
328659X401;1;1;1
32865AU101;1;1;1
328879X500;1;1;1
328979X500;9;10;10
328979X500;1;10;10
32897D2102;1;1;1
329119X502;2;2;2
32911MB72A;1;1;1
3313233G00;1;1;1
3313333G02;1;1;1
3313633G00;3;3;3
3313733G00;3;3;3
331424JA1A;1;1;1
3314433G00;1;1;1
3316833G00;1;1;1
33220MD02A;2;4;4
33220MD02A;2;4;4
332219X501;1;1;1
341019X100;2;3;3
341019X100;1;3;3
34101MB400;1;1;1
34101MB40A;1;1;1
34101MB80A;1;1;1
344139X403;1;1;1
34413LA20D;1;2;2
34413LA20D;1;2;2
34413MB800;3;3;3
344329X100;1;1;1
344379X401;1;1;1
344499X204;1;1;1
34449G4808;2;4;4
34449G4808;2;4;4
360104FE1A;1;1;1
36160C6025;3;3;3
364009X403;1;1;1
364009X405;1;1;1
364029X506;1;1;1
364029X50B;2;2;2
36402G4825;1;2;2
36402G4825;1;2;2
36402G4827;1;2;2
36402G4827;1;2;2
36403V500A;1;1;1
364529X50B;1;1;1
365102T000;1;1;1
3653000Q0F;1;2;2
3653000Q0F;1;2;2
36530BU80A;1;1;1
36530F3901;1;1;1
36530JX00A;1;1;1
36530MB00B;1;1;1
36531F3701;1;1;1
36531F3901;1;1;1
36531F3904;1;2;2
36531F3904;1;2;2
36531JX00A;1;2;2
36531JX00A;1;2;2
36531MB00B;2;2;2
36550D6200;1;1;1
37000LA208;1;1;1
37000LC11C;1;1;1
37000LE01C;2;2;2
37000MB420;2;2;2
371252X801;3;3;3
371253X00A;2;3;3
371253X00A;1;3;3
371255X30A;1;1;1
37125EB70A;1;1;1
37200F3700;1;1;1
37332Z5003;1;29;29
37332Z5003;25;29;29
37332Z5003;3;29;29
3812076500;1;1;1
38120G2301;1;1;1
3818900Q0A;1;2;2
3818900Q0A;1;2;2
38211LC11A;1;1;1
383318H560;1;1;1
38427S9400;1;1;1
38440BN802;2;2;2
3910000Q5B;1;1;1
391004BE3B;1;1;1
39100JX51A;1;1;1
3921150A00;1;1;1
39211AV625;1;1;1
392410M626;2;2;2
392414F425;1;1;1
39241BU127;1;3;3
39241BU127;2;3;3
39268CX026;2;2;2
3977400Q0B;1;1;1
39775JA10A;1;1;1
400141CA0A;1;1;1
400144A00B;1;1;1
40014AX600;1;2;2
40014AX600;1;2;2
400159X502;1;1;1
40015AX600;2;4;4
40015AX600;2;4;4
400169X60A;4;4;4
40016F3901;5;5;5
400189X62A;1;1;1
400189X63A;3;3;3
400229X400;1;1;1
400229X60A;2;4;4
400229X60A;2;4;4
40022G4800;1;1;1
400309X63A;1;1;1
40037F3900;5;5;5
400419X60A;2;2;2
400419X60B;1;1;1
40041D9200;4;4;4
4008800Q1C;1;2;2
4008800Q1C;1;2;2
4008800QAF;2;3;3
4008800QAF;1;3;3
40090D9200;12;12;12
40110LC10A;1;1;1
4016000Q0A;18;23;23
4016000Q0A;5;23;23
4016000Q0C;6;6;6
4016000Q0G;1;1;1
401607F000;2;2;2
401609X50B;2;2;2
40160MD00A;2;2;2
4020200Q0E;1;2;2
4020200Q0E;1;2;2
402024M405;1;1;1
40202BR00A;1;1;1
402033JK1D;1;1;1
40206001VA;1;1;1
40206005VA;3;4;4
40206005VA;1;4;4
4020600QAA;2;6;6
4020600QAA;1;6;6
4020600QAA;3;6;6
4020600QAD;1;2;2
4020600QAD;1;2;2
40206010VA;1;1;1
40206040VA;1;1;1
40206051VA;2;2;2
402060F001;1;1;1
402060M801LB;2;2;2
402061F500;1;8;8
402061F500;3;8;8
402061F500;4;8;8
402061KA3A;1;1;1
402061KC1B;1;4;4
402061KC1B;3;4;4
402062F501;1;4;4
402062F501;2;4;4
402062F501;1;4;4
402063LG0A;2;2;2
402063LG0B;1;4;4
402063LG0B;3;4;4
402063NA0A;4;6;6
402063NA0A;2;6;6
402063Y502;3;4;4
402063Y502;1;4;4
402064A00G;4;4;4
402065F003;6;6;6
402066W500;2;3;3
402066W500;1;3;3
402069341R;2;2;2
402069X200;9;16;16
402069X200;1;16;16
402069X200;6;16;16
402069X403;4;4;4
402069X40B;2;2;2
40206AX600;1;2;2
40206AX600;1;2;2
40206CG010;1;1;1
40206D9200;1;2;2
40206D9200;1;2;2
40206EB300;3;6;6
40206EB300;2;6;6
40206EB300;1;6;6
40206EG000;3;4;4
40206EG000;1;4;4
40206F3901;10;10;10
40206LA600;2;2;2
4021000QAK;1;1;1
402101HA1A;1;3;3
402101HA1A;1;3;3
402101HA1A;1;3;3
402104M400;1;1;1
402150F000;1;1;1
402225DE0A;4;4;4
402269X50B;43;43;43
4025400Q0R;5;15;15
4025400Q0R;10;15;15
40262D620A;3;5;5
40262D620A;1;5;5
40262D620A;1;5;5
4031160Y00;6;7;7
4031160Y00;1;7;7
4031500Q0A;3;4;4
4031500Q0A;1;4;4
403153HN0C;1;1;1
403154F500;1;1;1
40315LC60B;3;3;3
40315MB401;18;18;18
403426XL1A;3;3;3
4034301W20;1;2;2
4034301W20;1;2;2
407003JA0B;2;2;2
407005DA0C;3;3;3
40700JK01B;1;2;2
40700JK01B;1;2;2
40704JK00A;1;1;1
407083VA0A;4;4;4
407083VA0B;4;4;4
407704CB1B;1;1;1
407705DA0B;1;6;6
407705DA0B;2;6;6
407705DA0B;3;6;6
4100100QAF;1;2;2
4100100QAF;1;2;2
41001MB60A;3;5;5
41001MB60A;2;5;5
4100800Q0G;1;1;1
4100800QAC;1;1;1
41008F3925;2;2;2
41008F3926;1;3;3
41008F3926;2;3;3
4101100Q0K;2;2;2
4101100QAF;2;3;3
4101100QAF;1;3;3
410119X426;1;1;1
41011MB600;1;1;1
41011MB60A;4;8;8
41011MB60A;2;8;8
41011MB60A;2;8;8
410149X525;1;2;2
410149X525;1;2;2
4106000Q1F;1;1;1
4106000Q1L;3;3;3
4106000Q2K;5;6;6
4106000Q2K;1;6;6
4106000QAD;16;16;16
4106000QAE;3;3;3
4106000QAG;7;7;7
41060013VA;1;1;1
410602N390;1;1;1
410604A00B;4;6;6
410604A00B;2;6;6
410606F626;1;9;9
410606F626;4;9;9
410606F626;4;9;9
410609C526;1;1;1
410609X226;1;3;3
410609X226;2;3;3
410609X425;2;3;3
410609X425;1;3;3
41060AV126;2;5;5
41060AV126;3;5;5
41060G490A;2;2;2
41060MB625;1;1;1
410685DN0A;9;9;9
4108000Q0D;1;1;1
410808H385;2;2;2
41080AR026;1;1;1
41080AX628;1;1;1
41080CA00J;2;2;2
41080CL70J;1;2;2
41080CL70J;1;2;2
41080EB325;3;3;3
41080VK126;2;2;2
410844U125;2;2;2
411200V725;1;1;1
4112105A10;1;1;1
411214EA0A;1;1;1
41121C7002;1;1;1
411309X425;2;2;2
